PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_PILLAR;REQUIREMENTS_ATTRIBUTES_ARTICLE;REQUIREMENTS_ATTRIBUTES_ARTICLETITLE;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED;FRAMEWORK;NAME
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";213146990554;ap-southeast-2;2026-07-14 16:40:35.360893;DORA-Art8;Financial entities shall identify, classify and adequately document all ICT supported business functions, roles and responsibilities, the information assets and ICT assets supporting them, and their interdependencies. They shall on a continuous basis identify all sources of ICT risk, in particular the risk exposure to and from other financial entities.;ICT Risk Management;Article 8;Identification;FAIL;Security group Kali Linux-2026.1-amd64-AutogenByAWSMP--6 (sg-034bdb14753e85207) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-034bdb14753e85207;sg-034bdb14753e85207;ec2_securitygroup_not_used;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";213146990554;ap-southeast-2;2026-07-14 16:40:35.360893;DORA-Art8;Financial entities shall identify, classify and adequately document all ICT supported business functions, roles and responsibilities, the information assets and ICT assets supporting them, and their interdependencies. They shall on a continuous basis identify all sources of ICT risk, in particular the risk exposure to and from other financial entities.;ICT Risk Management;Article 8;Identification;FAIL;Security group EG-SG (sg-03667e84668fbefee) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-03667e84668fbefee;sg-03667e84668fbefee;ec2_securitygroup_not_used;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";213146990554;ap-southeast-2;2026-07-14 16:40:35.360893;DORA-Art8;Financial entities shall identify, classify and adequately document all ICT supported business functions, roles and responsibilities, the information assets and ICT assets supporting them, and their interdependencies. They shall on a continuous basis identify all sources of ICT risk, in particular the risk exposure to and from other financial entities.;ICT Risk Management;Article 8;Identification;FAIL;Security group launch-wizard-2 (sg-0e3756b7faacf9749) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0e3756b7faacf9749;sg-0e3756b7faacf9749;ec2_securitygroup_not_used;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";213146990554;ap-southeast-2;2026-07-14 16:40:35.360893;DORA-Art8;Financial entities shall identify, classify and adequately document all ICT supported business functions, roles and responsibilities, the information assets and ICT assets supporting them, and their interdependencies. They shall on a continuous basis identify all sources of ICT risk, in particular the risk exposure to and from other financial entities.;ICT Risk Management;Article 8;Identification;FAIL;Security group launch-wizard-16 (sg-0b8ded5ed0698a732) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0b8ded5ed0698a732;sg-0b8ded5ed0698a732;ec2_securitygroup_not_used;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";213146990554;ap-southeast-2;2026-07-14 16:40:35.360893;DORA-Art8;Financial entities shall identify, classify and adequately document all ICT supported business functions, roles and responsibilities, the information assets and ICT assets supporting them, and their interdependencies. They shall on a continuous basis identify all sources of ICT risk, in particular the risk exposure to and from other financial entities.;ICT Risk Management;Article 8;Identification;FAIL;Security group launch-wizard-3 (sg-0a7306065b047c47a) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0a7306065b047c47a;sg-0a7306065b047c47a;ec2_securitygroup_not_used;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";213146990554;ap-southeast-2;2026-07-14 16:40:35.360893;DORA-Art8;Financial entities shall identify, classify and adequately document all ICT supported business functions, roles and responsibilities, the information assets and ICT assets supporting them, and their interdependencies. They shall on a continuous basis identify all sources of ICT risk, in particular the risk exposure to and from other financial entities.;ICT Risk Management;Article 8;Identification;FAIL;Security group launch-wizard-21 (sg-0e126e8fe16324420) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0e126e8fe16324420;sg-0e126e8fe16324420;ec2_securitygroup_not_used;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";213146990554;ap-southeast-2;2026-07-14 16:40:35.360893;DORA-Art8;Financial entities shall identify, classify and adequately document all ICT supported business functions, roles and responsibilities, the information assets and ICT assets supporting them, and their interdependencies. They shall on a continuous basis identify all sources of ICT risk, in particular the risk exposure to and from other financial entities.;ICT Risk Management;Article 8;Identification;FAIL;Security group launch-wizard-19 (sg-05dd4ebdd18f412c1) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-05dd4ebdd18f412c1;sg-05dd4ebdd18f412c1;ec2_securitygroup_not_used;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";213146990554;ap-southeast-2;2026-07-14 16:40:35.360893;DORA-Art8;Financial entities shall identify, classify and adequately document all ICT supported business functions, roles and responsibilities, the information assets and ICT assets supporting them, and their interdependencies. They shall on a continuous basis identify all sources of ICT risk, in particular the risk exposure to and from other financial entities.;ICT Risk Management;Article 8;Identification;FAIL;Security group launch-wizard-7 (sg-0d759a2bdfa128cd1) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0d759a2bdfa128cd1;sg-0d759a2bdfa128cd1;ec2_securitygroup_not_used;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";213146990554;ap-southeast-2;2026-07-14 16:40:35.360893;DORA-Art8;Financial entities shall identify, classify and adequately document all ICT supported business functions, roles and responsibilities, the information assets and ICT assets supporting them, and their interdependencies. They shall on a continuous basis identify all sources of ICT risk, in particular the risk exposure to and from other financial entities.;ICT Risk Management;Article 8;Identification;FAIL;Security group launch-wizard-11 (sg-045dc2456086efc1d) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-045dc2456086efc1d;sg-045dc2456086efc1d;ec2_securitygroup_not_used;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";213146990554;ap-southeast-2;2026-07-14 16:40:35.360893;DORA-Art8;Financial entities shall identify, classify and adequately document all ICT supported business functions, roles and responsibilities, the information assets and ICT assets supporting them, and their interdependencies. They shall on a continuous basis identify all sources of ICT risk, in particular the risk exposure to and from other financial entities.;ICT Risk Management;Article 8;Identification;FAIL;Security group Kali Linux-2026.1-amd64-AutogenByAWSMP--1 (sg-07c211d3ff7ed3416) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-07c211d3ff7ed3416;sg-07c211d3ff7ed3416;ec2_securitygroup_not_used;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";213146990554;ap-southeast-2;2026-07-14 16:40:35.360893;DORA-Art8;Financial entities shall identify, classify and adequately document all ICT supported business functions, roles and responsibilities, the information assets and ICT assets supporting them, and their interdependencies. They shall on a continuous basis identify all sources of ICT risk, in particular the risk exposure to and from other financial entities.;ICT Risk Management;Article 8;Identification;FAIL;Security group launch-wizard-13 (sg-0fa04d76ad5a60f29) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0fa04d76ad5a60f29;sg-0fa04d76ad5a60f29;ec2_securitygroup_not_used;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";213146990554;ap-southeast-2;2026-07-14 16:40:35.360893;DORA-Art8;Financial entities shall identify, classify and adequately document all ICT supported business functions, roles and responsibilities, the information assets and ICT assets supporting them, and their interdependencies. They shall on a continuous basis identify all sources of ICT risk, in particular the risk exposure to and from other financial entities.;ICT Risk Management;Article 8;Identification;FAIL;Security group launch-wizard-25 (sg-0b304f3d171f7dd95) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0b304f3d171f7dd95;sg-0b304f3d171f7dd95;ec2_securitygroup_not_used;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";213146990554;ap-southeast-2;2026-07-14 16:40:35.360893;DORA-Art8;Financial entities shall identify, classify and adequately document all ICT supported business functions, roles and responsibilities, the information assets and ICT assets supporting them, and their interdependencies. They shall on a continuous basis identify all sources of ICT risk, in particular the risk exposure to and from other financial entities.;ICT Risk Management;Article 8;Identification;FAIL;Security group Kali Linux-2026.1-amd64-AutogenByAWSMP--3 (sg-091fb088c3998e4c9) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-091fb088c3998e4c9;sg-091fb088c3998e4c9;ec2_securitygroup_not_used;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";213146990554;ap-southeast-2;2026-07-14 16:40:35.360893;DORA-Art8;Financial entities shall identify, classify and adequately document all ICT supported business functions, roles and responsibilities, the information assets and ICT assets supporting them, and their interdependencies. They shall on a continuous basis identify all sources of ICT risk, in particular the risk exposure to and from other financial entities.;ICT Risk Management;Article 8;Identification;FAIL;Security group launch-wizard-18 (sg-0f4d71516c8b2e2d3) it is not being used.;arn:aws:ec2:ap-southeast-2:213146990554:security-group/sg-0f4d71516c8b2e2d3;sg-0f4d71516c8b2e2d3;ec2_securitygroup_not_used;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
